Organization,Repository,Pull Request Id,Title,Source Branch,Target Branch,Created At,Closed At,Duration (Minutes),State,Author,Merged by,Commits,Changed Files,Changed Line,Code Inspection,Reviewers,Reviews,Labels,Yes_review,Same_Author_Merger
elastic,elasticsearch,40991,[DOCS] Add notable-breaking-changes tags,7x-breaking-changes,7.x,2019-04-09 10:05:24,2019-04-09 10:54:30,49,closed,lcawl,lcawl,2,21,154,0,0,0,backport,0,1
elastic,elasticsearch,40992,[DOCS] Add notable-breaking-changes tags,70-breaking-changes,7,2019-04-09 10:20:39,2019-04-09 10:40:03,19,closed,lcawl,lcawl,1,20,130,0,0,0,backport,0,1
elastic,elasticsearch,40993,[Backport] Replace usages RandomizedTestingTask with built-in Gradle Test (#40978),gradle-test-runner-7.x,7.x,2019-04-09 10:57:26,2019-04-10 03:52:50,1015,closed,mark-vieira,mark-vieira,4,98,2294,0,0,0,">non-issue, backport, v7.2.0",0,1
elastic,elasticsearch,40995,[Backport] Replace usages RandomizedTestingTask with built-in Gradle Test (#40978),gradle-test-runner-7.0,7,2019-04-09 11:21:38,2019-04-10 04:13:52,1012,closed,mark-vieira,mark-vieira,2,98,2262,0,0,1,">non-issue, backport, v7.0.1",1,1
elastic,elasticsearch,40999,SQL: Increase the interval filtering for current_date tests,40994fix,master,2019-04-09 18:24:20,2019-04-10 14:33:34,1209,closed,astefan,astefan,1,2,38,0,4,7,":Search/SQL, >test, v6.7.2, v7.0.1, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41000,Clarify some ToXContent implementations behaviour,some-ToXContent-cleanups,master,2019-04-09 18:30:47,2019-04-15 16:41:35,8530,closed,cbuescher,cbuescher,6,31,224,0,2,18,":Core/Infra/Core, >enhancement, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41003,Added enrich policy definition.,enrich_policy_definition,enrich,2019-04-09 18:51:21,2019-04-12 18:14:20,4282,closed,martijnvg,martijnvg,9,8,666,0,4,13,":Core/Features/Ingest, >non-issue",1,1
elastic,elasticsearch,41005,Reindex from remote deprecation of escaped index,fix_reindex_remote_deprecation_warning,7.x,2019-04-09 20:27:31,2019-04-11 19:09:54,2802,closed,henningandersen,henningandersen,1,2,13,0,1,1,":Distributed/CRUD, >deprecation, v7.2.0",1,1
elastic,elasticsearch,41006,Fix Exception Handling for TransportShardBulkAction,fix-bulk-req-err-handling,master,2019-04-09 20:29:49,2019-04-10 02:46:14,376,closed,original-brownbear,original-brownbear,2,3,185,0,1,2,":Distributed/CRUD, >non-issue, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41007,Reindex from Remote encoding,feature_reindex_remote_allow_data_math_followup,master,2019-04-09 21:03:58,2019-04-16 23:46:55,10242,closed,henningandersen,henningandersen,3,4,26,0,2,4,":Distributed/Reindex, >breaking, >feature, v8.0.0",1,1
elastic,elasticsearch,41008,Restricts naming for repositories,repo_name_40817,master,2019-04-09 21:11:04,2019-04-26 22:54:49,24583,closed,danhermann,danhermann,3,2,31,0,3,5,":Distributed/Snapshot/Restore, >bug, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41010,Expose Engine.Searcher provider to ingest plugins.,enrich_expose_engine_search_to_ingest,enrich,2019-04-09 22:20:22,2019-04-25 03:28:51,21908,closed,martijnvg,martijnvg,15,6,333,0,3,24,":Core/Features/Ingest, >non-issue",1,1
elastic,elasticsearch,41011,Parse empty first line in msearch request body as action metadata,fix/msearch_first_line_empty,master,2019-04-09 22:24:54,2019-05-01 17:41:53,31396,closed,javanna,javanna,1,3,24,0,2,4,":Search/Search, >breaking, v8.0.0",1,1
elastic,elasticsearch,41012,Fix NPE on Stale Index in IndicesService (#38891),38891-6.7,6.7,2019-04-09 22:41:30,2019-04-10 06:04:58,443,closed,original-brownbear,original-brownbear,1,1,3,0,1,2,":Distributed/Distributed, >bug, backport",1,1
elastic,elasticsearch,41013,Fix Race in AsyncTwoPhaseIndexerTests.testStateMachine (#40947),40947-7.x,7.x,2019-04-09 22:49:49,2019-04-10 02:40:02,230,closed,original-brownbear,original-brownbear,1,1,7,0,1,2,":Analytics/Geo, :ml/Data Frame, >test, backport",1,1
elastic,elasticsearch,41014,Deprecate AbstractHlrc* and AbstractHlrcStreamable* base test classes,remove_cyclic_dependency_between_xpack_core_and_hlrc,master,2019-04-09 23:04:55,2019-04-10 21:06:06,1321,closed,martijnvg,martijnvg,19,32,1726,0,2,5,":Core/Features/Java High Level REST Client, >test, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41020,[7.x] Improve Watcher test framework resiliency (#40658),backport/7.x/pr-40658,7.x,2019-04-10 01:34:39,2019-04-13 07:53:51,4699,closed,gwbrown,gwbrown,2,9,70,0,0,2,backport,1,1
elastic,elasticsearch,41021,[7.0] Improve Watcher test framework resiliency (#40658),backport/7.0/pr-40658,7,2019-04-10 01:34:59,2019-04-13 07:53:43,4698,closed,gwbrown,gwbrown,2,9,70,0,0,0,backport,0,1
elastic,elasticsearch,41023,[6.7] Improve Watcher test framework resiliency (#40658),backport/6.7/pr-40658,6.7,2019-04-10 02:12:35,2019-04-13 07:53:38,4661,closed,gwbrown,gwbrown,2,10,70,0,1,1,backport,1,1
elastic,elasticsearch,41025,[DOCS] Updates doc version and removes coming tags,70-docs-version,7,2019-04-10 03:46:29,2019-04-10 03:59:01,12,closed,lcawl,lcawl,1,2,6,0,1,1,":Docs, >docs, v7.0.0",1,1
elastic,elasticsearch,41026,[Backport] Avoid sharing source directories as it breaks intellij (#40877),intellij-2019-support-6.7,6.7,2019-04-10 03:51:12,2019-04-10 06:03:16,132,closed,mark-vieira,mark-vieira,3,11,154,0,0,0,">non-issue, backport, v6.7.2",0,1
elastic,elasticsearch,41029,Add 7.0.0 Release Notes,7_0_release_notes,7,2019-04-10 05:04:04,2019-04-10 14:38:57,574,closed,polyfractal,polyfractal,8,1,1639,0,2,14,":Docs, >docs",1,1
elastic,elasticsearch,41031,Create heap dump on OOME,gradle-heap-dump,master,2019-04-10 05:41:23,2019-04-11 19:38:13,2276,closed,mark-vieira,atorok,1,1,2,0,2,1,":Core/Infra/Build, >non-issue, v7.2.0, v8.0.0",1,0
elastic,elasticsearch,41033,Improve accuracy for Geo Centroid Aggregation,centroidAgg,master,2019-04-10 05:51:10,2019-04-25 15:06:56,22155,closed,iverase,iverase,7,4,92,0,4,8,":Analytics/Geo, >enhancement, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41034,SQL: Change schema calls to empty set,fix-41028,master,2019-04-10 05:57:34,2019-04-10 19:14:19,796,closed,costin,costin,1,2,21,0,2,1,":Search/SQL, >bug, v6.7.2, v7.0.1, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41035,Add human readable version of modified date for snapshot lifecycle policy,slm-human-readable,snapshot-lifecycle-management,2019-04-10 06:08:34,2019-04-11 23:07:21,2458,closed,dakrone,dakrone,4,2,6,0,1,3,":Core/Features/ILM, >non-issue",1,1
elastic,elasticsearch,41036,[DOCS] Fix broken links for 7.0 release,fix-broken-7.0-links,master,2019-04-10 06:16:48,2019-04-10 07:18:26,61,closed,jrodewig,jrodewig,2,1,10,0,4,8,":Core/Infra/Resiliency, >docs, v7.0.1, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41038,Add API to execute SLM policy on demand,slm-add-execute-api,snapshot-lifecycle-management,2019-04-10 06:48:35,2019-04-13 00:48:52,3960,closed,dakrone,dakrone,2,8,381,0,1,1,:Core/Features/ILM,1,1
elastic,elasticsearch,41041,Do not trim unsafe commits when open readonly engine,do_not_trim_commits,master,2019-04-10 08:27:18,2019-04-12 04:15:01,2627,closed,dnhatn,dnhatn,5,6,169,0,3,7,":Distributed/Distributed, >enhancement, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41043,[7.x] Properly handle Monitoring exporters all disabled (#40920),backport/7.x,7.x,2019-04-10 08:59:47,2019-04-10 23:09:29,849,closed,pickypg,pickypg,1,6,229,0,0,0,backport,0,1
elastic,elasticsearch,41044,[7.0] Properly handle Monitoring exporters all disabled (#40920),backport/7.0,7,2019-04-10 08:59:55,2019-04-10 23:09:59,850,closed,pickypg,pickypg,1,6,229,0,0,0,backport,0,1
elastic,elasticsearch,41045,[6.7] Properly handle Monitoring exporters all disabled (#40920),backport/6.7,6.7,2019-04-10 09:00:02,2019-04-10 23:10:06,850,closed,pickypg,pickypg,1,6,229,0,0,0,backport,0,1
elastic,elasticsearch,41048,Add packaging to cluster stats response,packaging-telemetry,master,2019-04-10 10:04:04,2019-04-11 02:38:45,994,closed,jasontedor,jasontedor,2,4,77,0,2,5,":Core/Features/Monitoring, >enhancement, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41049,"Add missing ""long form"" 7.0 breaking changes",7_0_breaking_changes,7,2019-04-10 13:44:28,2019-04-10 22:41:04,536,closed,polyfractal,polyfractal,3,11,176,0,2,6,":Docs, >docs",1,1
elastic,elasticsearch,41051,Improve error message when polygons contains twice the same point in no-consecutive position,selfIntersection,master,2019-04-10 16:20:01,2019-04-12 14:14:30,2754,closed,iverase,iverase,3,2,45,0,3,4,":Analytics/Geo, >bug, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41055,"[Rollup] fix a timing issue: isFinished is used for a busy loop in testing,",fix#41046,master,2019-04-10 17:38:10,2019-04-11 01:43:42,485,closed,hendrikmuhs,hendrikmuhs,1,1,5,0,1,1,":Analytics/Rollup, >test, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41056,[ML] Fix scroll size comparison in DatafeedUpdate.isNoop,fix-scroll-size-comparison-in-datafeed-update-is-noop,master,2019-04-10 17:38:17,2019-04-10 20:12:32,154,closed,dimitris-athanasiou,dimitris-athanasiou,1,1,2,0,1,1,":ml, >non-issue, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41060,BACKPORT Deprecate permission over aliases (#38059),backport_71_deprecate_permissions_on_aliases,7.x,2019-04-10 18:23:06,2019-04-10 21:02:34,159,closed,albertzaharovits,albertzaharovits,1,6,696,0,1,1,":Security/Authorization, backport, v7.2.0",1,1
elastic,elasticsearch,41062,Full text queries should not always ignore unmapped fields,bug/unmapped_fields,master,2019-04-10 18:31:19,2019-04-15 16:46:51,7095,closed,jimczi,jimczi,2,4,58,0,1,1,":Search/Search, >bug, v6.7.2, v7.0.1, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41063,Validate cluster UUID when joining Zen1 cluster,2019-04-10-validate-cluster-uuid-with-legacy-join-validation,7.x,2019-04-10 18:38:54,2019-04-16 20:49:48,8770,closed,DaveCTurner,DaveCTurner,4,2,60,0,4,6,":Distributed/Cluster Coordination, >bug, v7.0.1, v7.2.0",1,1
elastic,elasticsearch,41064,Splits :client:rest-high-level and :x-pack:plugin:core modules in Eclipse,fix-eclipse,master,2019-04-10 18:44:28,2019-05-09 17:51:07,41706,closed,colings86,colings86,3,40,194,0,6,11,":Core/Infra/Build, >non-issue, v6.8.0, v7.0.2, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41065,Simplify TransportShardBulkAction#performOnReplica,resolve-transport-shard-bulk-action-todo,master,2019-04-10 18:45:34,2019-04-14 18:29:52,5744,closed,original-brownbear,original-brownbear,7,2,129,0,3,7,":Distributed/CRUD, >non-issue, v8.0.0",1,1
elastic,elasticsearch,41069,Unified highlighter should respect no_match_size with number_of_fragments set to 0,highlight_unified_no_match_size,master,2019-04-10 19:57:49,2019-04-17 01:16:56,8959,closed,jimczi,jimczi,1,2,45,0,1,1,":Search/Highlighting, >bug, v6.7.2, v7.0.1, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41072,[7.x][ML] Add validation that rejects duplicate detectors in PutJobAction ¡¦,duplicate_detectors_fix-7.x,7.x,2019-04-10 20:30:43,2019-04-10 22:43:36,132,closed,przemekwitek,przemekwitek,1,9,156,0,2,1,":ml, >enhancement, backport, v7.2.0",1,1
elastic,elasticsearch,41074,[ML] fixing test related to #40963,fix/test-#40963,master,2019-04-10 21:46:03,2019-04-11 22:16:17,1470,closed,benwtrent,benwtrent,1,1,2,0,2,4,":ml/Data Frame, >test, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41077,[DOCS] Restructure `ids` query to pilot new query docs format,ids-query-rewrite,master,2019-04-10 22:38:35,2019-04-11 03:35:25,296,closed,jrodewig,jrodewig,1,1,13,0,3,1,":Search/Search, >docs, v7.0.1, v8.0.0",1,1
elastic,elasticsearch,41079,[7.x][ML] Fix scroll size comparison in DatafeedUpdate.isNoop (#41056),fix-scroll-size-comparison-in-datafeed-update-is-noop-7_x,7.x,2019-04-10 23:04:21,2019-04-11 17:29:51,1105,closed,dimitris-athanasiou,dimitris-athanasiou,1,1,2,0,1,1,":ml, >non-issue, backport, v7.2.0",1,1
elastic,elasticsearch,41082,Increase maximum forecast interval to 10 years.,maximum_forecast_interval,master,2019-04-11 00:31:52,2019-04-12 05:23:29,1731,closed,przemekwitek,przemekwitek,3,2,12,0,2,2,":ml, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41084,[DOCS] Improve docs for 'elasticsearch-keystore add-file' command,doc-keystore-add-file,master,2019-04-11 01:04:00,2019-04-11 21:48:43,1244,closed,jrodewig,jrodewig,2,2,14,0,3,4,":Core/Infra/Settings, :Distributed/Snapshot/Restore, :Security/Security, >docs, v7.0.1, v8.0.0",1,1
elastic,elasticsearch,41085,[ML] Write header to autodetect before it is visible to other calls,open-close-header,master,2019-04-11 02:29:58,2019-04-16 21:43:01,8353,closed,davidkyle,davidkyle,3,2,21,0,2,8,":ml, >bug, v6.7.2, v7.0.1, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41087,Use environment settings instead of state settings for Watcher config,use-correct-watcher-settings,master,2019-04-11 03:10:32,2019-04-13 00:49:47,2739,closed,dakrone,dakrone,5,10,52,0,2,4,":Core/Features/Watcher, >bug, v7.0.1, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41088,Add enrich policy runner,enrich-policy-runner,enrich,2019-04-11 03:19:12,2019-05-03 01:34:31,31575,closed,jbaiera,jbaiera,29,5,613,0,4,64,":Core/Features/Ingest, >non-issue",1,1
elastic,elasticsearch,41089,Only include relevant platform files from modules,bundle_jdk13,master,2019-04-11 04:21:13,2019-04-20 03:34:17,12913,closed,rjernst,rjernst,3,3,44,0,1,4,":Core/Infra/Packaging, >non-issue, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41091,[ML] checking if p-tasks metadata is null before updating state,fix/bug-41090,6.7,2019-04-11 05:26:22,2019-04-12 01:20:22,1194,closed,benwtrent,benwtrent,3,2,24,0,1,2,":ml, >bug, v6.7.2",1,1
elastic,elasticsearch,41093,[ML] Exclude analysis fields with core field names from anomaly results,39406-added-index-type-to-reserved-fieldnames,master,2019-04-11 06:20:27,2019-04-18 00:01:47,9701,closed,yana2301,droberts195,5,3,30,0,2,18,":ml, >bug, v7.2.0, v8.0.0",1,0
elastic,elasticsearch,41095,Add ILM poll_interval limit to breaking changes,docs/poll-interval-note,master,2019-04-11 07:53:24,2019-04-13 01:43:11,2509,closed,gwbrown,gwbrown,1,2,19,0,2,4,":Core/Features/ILM, >docs, v8.0.0",1,1
elastic,elasticsearch,41096,Add deprecation check for ILM poll interval <1s,depcheck/poll-interval,7.x,2019-04-11 08:10:10,2019-04-13 01:43:05,2492,closed,gwbrown,gwbrown,1,3,71,0,1,1,":Core/Features/Features, >enhancement, v7.2.0",1,1
elastic,elasticsearch,41099,Peer recovery should not indefinitely retry on mapping error,recovery-retry-mapping,master,2019-04-11 11:03:08,2019-04-24 10:44:26,18701,closed,dnhatn,dnhatn,10,12,180,0,4,19,":Distributed/Recovery, >enhancement, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41100,Disable TestingConventions Check in Reindex Module,fix-fips-test-reindex,master,2019-04-11 13:52:43,2019-04-11 19:00:27,307,closed,original-brownbear,original-brownbear,1,1,1,0,3,4,":Distributed/CRUD, >test, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41102,Remove /var/run/elasticsearch from packages,lintian1,master,2019-04-11 15:20:04,2019-04-20 04:34:53,12314,closed,rjernst,rjernst,6,3,6,0,1,2,":Core/Infra/Packaging, >non-issue, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41104,"SQL: Add ST_X, ST_Y and ST_GEOMETRY_TYPE functions",geosql-st-xy,geosql,2019-04-11 17:34:54,2019-04-22 16:46:16,15791,closed,imotov,imotov,5,18,621,0,3,18,":Analytics/Geo, :Search/SQL, >enhancement",1,1
elastic,elasticsearch,41110,Disable TestingConventions Check in Reindex Module (#41100),41100-7.x,7.x,2019-04-11 19:04:29,2019-04-11 20:47:15,102,closed,original-brownbear,original-brownbear,1,1,1,0,1,1,":Distributed/CRUD, >test, backport",1,1
elastic,elasticsearch,41112,Make Transport Shard Bulk Action Async (#39793),async-transport-shard-bulk-action-7.x,7.x,2019-04-11 20:41:20,2019-04-11 23:01:53,140,closed,original-brownbear,original-brownbear,1,30,1210,0,1,1,":Distributed/Distributed, >refactoring, backport",1,1
elastic,elasticsearch,41114,Rollup/DataFrame: disallow partial results,async-indexer-disallow-partial-results,master,2019-04-11 22:03:46,2019-04-12 14:29:56,986,closed,hendrikmuhs,hendrikmuhs,5,3,44,0,1,2,":Analytics/Rollup, :ml/Data Frame, >non-issue, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41116,[ML] fixing test related to #40963 (#41074),fix/test-#40963-7.x,7.x,2019-04-11 22:21:24,2019-04-12 01:19:57,178,closed,benwtrent,benwtrent,1,1,2,0,1,1,":ml/Data Frame, >test, backport, v7.2.0",1,1
elastic,elasticsearch,41117,[DOCS] Standardize docs for `url` setting,document-active-dir-url-as-list,master,2019-04-11 22:31:54,2019-04-25 01:18:53,18886,closed,jrodewig,jrodewig,2,1,28,0,4,6,":Security/Authentication, >docs, v7.0.1, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41119,Move primary term from replicas proxy to repl op,2019-04-11-remove-primary-term-from-replicas-proxy,master,2019-04-12 00:30:56,2019-04-12 04:26:19,235,closed,DaveCTurner,DaveCTurner,1,10,347,0,2,2,":Distributed/CRUD, >non-issue, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41122,[ML] checking if p-tasks metadata is null before updating state (#41091),fix/bug-41090-7.0,7,2019-04-12 01:26:01,2019-04-12 03:54:50,148,closed,benwtrent,benwtrent,1,2,24,0,1,1,":ml, >bug, backport, v7.0.1",1,1
elastic,elasticsearch,41123,[ML] checking if p-tasks metadata is null before updating state (#41091),fix/bug-41090-7.x,7.x,2019-04-12 01:27:07,2019-04-12 03:54:42,147,closed,benwtrent,benwtrent,1,2,24,0,1,1,":ml, >bug, backport, v7.2.0",1,1
elastic,elasticsearch,41124,[ML] checking if p-tasks metadata is null before updating state (#41091),fix/bug-41090-master,master,2019-04-12 01:28:12,2019-04-12 03:54:23,146,closed,benwtrent,benwtrent,1,2,24,0,1,1,":ml, >bug, v8.0.0",1,1
elastic,elasticsearch,41125,BlendedTermQuery should ignore fields that don't exist in the index,bug/cross_fields_no_term,master,2019-04-12 02:04:49,2019-04-16 20:02:11,6837,closed,jimczi,jimczi,2,2,89,0,1,1,":Search/Search, >bug, v7.0.1, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41127,[DOCS] Fixes callout for Asciidoctor migration,callout-fix1,master,2019-04-12 03:41:01,2019-04-12 04:04:05,23,closed,lcawl,lcawl,1,1,2,0,1,1,":Docs, >docs, v5.0.3, v5.1.3, v5.2.3, v5.3.3, v5.4.4, v5.5.4, v5.6.17, v6.0.3, v6.1.5, v6.2.5, v6.3.3, v6.4.4, v6.5.5, v6.6.3, v6.7.2, v7.0.1, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41129,[DOCS] Fix callout for Asciidoctor migration,fix-asciidoctor-errors,master,2019-04-12 04:25:01,2019-04-12 04:46:14,21,closed,jrodewig,jrodewig,1,1,2,0,4,1,":Docs, >docs, v8.0.0",1,1
elastic,elasticsearch,41130,Init global checkpoint after copy commit in peer recovery,init-gcp-7x,7.x,2019-04-12 04:40:40,2019-04-12 11:18:32,397,closed,dnhatn,dnhatn,1,13,132,0,0,0,"backport, v7.2.0",0,1
elastic,elasticsearch,41133,Improve error message when polygons contains twice the same point in no-consecutive position (#41051),selfIntersection7x,7.x,2019-04-12 14:24:45,2019-04-12 16:16:33,111,closed,iverase,iverase,1,2,45,0,0,0,"backport, v7.2.0",0,1
elastic,elasticsearch,41134,Remove xpack dependencies from qa rest modules,xpack_qa_test_module,master,2019-04-12 15:23:03,2019-04-15 16:28:59,4385,closed,martijnvg,martijnvg,5,34,320,0,1,6,":Core/Infra/Build, >non-issue, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41137,Clarify initial_master_nodes must match node.name,2019-04-12-bootstrap-docs-clarify-domainname,master,2019-04-12 17:59:00,2019-04-12 18:45:10,46,closed,DaveCTurner,DaveCTurner,4,2,37,0,2,5,":Distributed/Cluster Coordination, >docs, v7.0.1, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41138,[Backport] Remove nested loop in IndicesStatsResponse (#40988),40988-backport-7x,7.x,2019-04-12 20:24:46,2019-04-13 03:36:30,431,closed,bizybot,bizybot,1,3,119,0,1,1,":Core/Features/Indices APIs, backport, v7.2.0",1,1
elastic,elasticsearch,41139,[Backport] Remove nested loop in IndicesStatsResponse (#40988),40988-backport-67,6.7,2019-04-12 20:31:06,2019-04-13 03:36:53,425,closed,bizybot,bizybot,1,3,119,0,1,1,":Core/Features/Indices APIs, backport, v6.7.2",1,1
elastic,elasticsearch,41140,[Backport] Remove nested loop in IndicesStatsResponse (#40988),40988-backport-70,7,2019-04-12 20:33:58,2019-04-13 03:37:01,423,closed,bizybot,bizybot,1,3,119,0,1,1,":Core/Features/Indices APIs, backport, v7.0.1",1,1
elastic,elasticsearch,41141,[Backport] Find and use non local IPv4 address while testing IP filtering (#40234),40234-backport-7x,7.x,2019-04-12 20:41:38,2019-04-13 03:37:25,415,closed,bizybot,bizybot,1,1,29,0,1,1,":Security/Network, backport, v7.2.0",1,1
elastic,elasticsearch,41142,[Backport] Find and use non local IPv4 address while testing IP filtering (#40234),40234-backport-67,6.7,2019-04-12 20:42:22,2019-04-13 03:37:42,415,closed,bizybot,bizybot,1,1,29,0,1,1,":Security/Network, backport, v6.7.2",1,1
elastic,elasticsearch,41143,[Backport] Find and use non local IPv4 address while testing IP filtering (#40234),40234-backport-70,7,2019-04-12 20:43:05,2019-04-13 03:38:00,414,closed,bizybot,bizybot,1,1,29,0,1,1,":Security/Network, backport, v7.0.1",1,1
elastic,elasticsearch,41145,Fix some documentation urls in rest-api-spec (backports #40618),rest_api_spec_cleanup_7x,7.x,2019-04-12 21:22:34,2019-04-12 23:11:14,108,closed,nik9000,nik9000,1,16,32,0,0,0,,0,1
elastic,elasticsearch,41146,Fix some documentation urls in rest-api-spec (backport #40618),rest_api_spec_cleanup_70,7,2019-04-12 21:23:54,2019-04-12 23:51:15,147,closed,nik9000,nik9000,1,16,32,0,0,3,,1,1
elastic,elasticsearch,41147,Fix some documentation urls in rest-api-spec (backport #40618),rest_api_spec_cleanup_67,6.7,2019-04-12 21:32:18,2019-04-12 23:11:27,99,closed,nik9000,nik9000,1,16,32,0,0,0,,0,1
elastic,elasticsearch,41149,[ML-DataFrame] adapt page size on circuit breaker responses,data-frame-adaptive-page-size,master,2019-04-12 22:48:24,2019-04-17 01:53:37,5945,closed,hendrikmuhs,hendrikmuhs,9,7,444,0,3,14,":ml/Data Frame, >non-issue, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41150,Assert the stability of custom search preferences,2019-04-12-validate-custom-search-preference-stability,master,2019-04-12 23:22:06,2019-04-18 00:36:05,7273,closed,DaveCTurner,DaveCTurner,4,1,71,0,2,3,":Search/Search, >non-issue, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41151,[DOCS] Fix code snippet delimiter in Docker install docs for Asciidoctor migration,fix-asciidoctor-errors-docker,master,2019-04-12 23:38:53,2019-04-13 00:19:22,40,closed,jrodewig,jrodewig,1,1,2,0,4,1,":Docs, >docs, v7.0.1, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41152,[DOCS] Fix code snippet delimiters in Rank Eval API docs for Asciidoctor migration,fix-asciidoctor-errors-rank-eval,master,2019-04-12 23:46:18,2019-04-13 01:26:40,100,closed,jrodewig,jrodewig,1,1,4,0,4,1,":Docs, >docs, v7.0.1, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41153,[DOCS] Fix code snippet delimiter in Split Index docs for Asciidoctor migration,fix-asciidoctor-errors-split-index,master,2019-04-12 23:51:25,2019-04-13 01:18:20,86,closed,jrodewig,jrodewig,1,1,2,0,1,1,":Docs, >docs, v7.0.1, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41154,Docs: Fix rendering of APIs that mention version,docs_fix_cat,master,2019-04-13 00:04:07,2019-04-13 00:31:09,27,closed,nik9000,nik9000,1,1,6,0,1,3,">docs, v7.0.1, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41156,[ML DataFrame] Data Frame stop all,stop-all,master,2019-04-13 00:41:45,2019-04-15 22:33:17,4191,closed,davidkyle,davidkyle,3,7,235,0,2,3,":ml/Data Frame, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41157,(7.0) Use environment settings instead of state settings for Watcher config,bp-70-watcher-fix,7,2019-04-13 00:57:38,2019-04-13 03:15:43,138,closed,dakrone,dakrone,1,10,52,0,1,1,":Core/Features/Watcher, backport, v7.0.1",1,1
elastic,elasticsearch,41158,(7.x) Use environment settings instead of state settings for Watcher config,bp-7x-watcher-fix,7.x,2019-04-13 00:58:07,2019-04-13 03:15:44,137,closed,dakrone,dakrone,1,10,52,0,1,1,":Core/Features/Watcher, backport, v7.2.0",1,1
elastic,elasticsearch,41160,Fix range query edge cases,fix-40937,master,2019-04-13 01:19:48,2019-04-16 17:03:35,5263,closed,cbuescher,cbuescher,5,2,255,0,2,10,":Search/Search, >bug, >enhancement, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41161,Simplify initialization of max_seq_no of updates,init-msu,master,2019-04-13 03:09:04,2019-04-30 09:57:32,24888,closed,dnhatn,dnhatn,13,11,152,0,3,17,":Distributed/Engine, >enhancement, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41162,Remove several uses of 6.x version constants,version_cleanup1,master,2019-04-13 03:11:48,2019-04-19 10:19:44,9067,closed,rjernst,rjernst,3,37,330,0,2,11,":Core/Infra/Core, >non-issue, v8.0.0",1,1
elastic,elasticsearch,41165,Clean up outdated skip statements in yaml tests,remove-skip,master,2019-04-13 03:46:14,2019-04-19 03:19:32,8613,closed,dnhatn,dnhatn,9,69,465,0,1,2,":Core/Infra/Core, >test, v8.0.0",1,1
elastic,elasticsearch,41168,[DOCS] Replace nested open block for Asciidoctor migration,fix-asciidoctor-errors-index-modules,master,2019-04-13 05:23:56,2019-04-22 21:39:05,13935,closed,jrodewig,jrodewig,2,1,29,0,3,5,":Docs, >docs, v7.0.1, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41169,Extract template management from Watcher,extract-template-logic,master,2019-04-13 07:13:20,2019-04-18 01:06:53,6833,closed,gwbrown,gwbrown,5,5,613,0,3,29,":Core/Features/Watcher, >non-issue, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,41170,Check allocation rules are cleared after ILM Shrink,ilm/assert-routing-null-after-shrink,master,2019-04-13 07:32:37,2019-04-16 05:28:21,4195,closed,gwbrown,gwbrown,1,1,5,0,1,1,":Core/Features/ILM, >non-issue, v6.7.2, v7.0.1, v7.2.0, v8.0.0",1,1
