Organization,Repository,Pull Request Id,Title,Source Branch,Target Branch,Created At,Closed At,Duration (Minutes),State,Author,Merged by,Commits,Changed Files,Changed Line,Code Inspection,Reviewers,Reviews,Labels,Yes_review,Same_Author_Merger
elastic,elasticsearch,40672,Show SSL usage when security is not disabled,ssl-feature-set-trial,master,2019-04-01 13:32:40,2019-04-02 12:51:42,1399,closed,tvernum,tvernum,2,3,153,0,2,2,":Security/Network, >enhancement, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40673,Update BWC to V7.1 for templated role mappings,bwc-version/39984-template-role-mapping,master,2019-04-01 13:46:11,2019-04-02 12:45:58,1379,closed,tvernum,tvernum,1,3,10,0,1,1,":Security/Authorization, >non-issue, v8.0.0",1,1
elastic,elasticsearch,40674,Add an OpenID Connect authentication realm,feature-oidc-realm,master,2019-04-01 14:19:33,2019-04-04 23:24:42,4865,closed,jkakavas,jkakavas,30,69,7239,0,5,17,":Security/Authentication, >feature, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40675,[BACKPORT 7.x] Support roles with application privileges against wildcard applications,backport/7.x/40398-Support-roles-with-application,7.x,2019-04-01 15:20:14,2019-04-02 12:48:39,1288,closed,tvernum,tvernum,1,9,340,0,0,0,backport,0,1
elastic,elasticsearch,40676,Allow single digit milliseconds in strict date parsing,2019-04-fix-date-parsing,master,2019-04-01 16:56:02,2019-04-02 17:26:55,1470,closed,spinscale,spinscale,1,2,85,0,1,1,":Core/Infra/Core, >bug, v6.7.2, v7.0.0, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40681,Use `wait_for_active_shards` in put follow api call when upgrading from 6.7.0 or higher,fix_ccr_rolling_upgrade_tests,6.7,2019-04-01 20:10:48,2019-04-02 18:51:12,1360,closed,martijnvg,martijnvg,4,1,6,0,1,3,":Distributed/CCR, >test, v6.7.1",1,1
elastic,elasticsearch,40683,"[ML] fix test, should account for async nature of audit (#40637)",fix/ml-data-frame-test-40594-7x,7.x,2019-04-01 21:07:36,2019-04-02 00:00:33,172,closed,benwtrent,benwtrent,1,1,34,0,1,1,":ml/Data Frame, >test, backport, v7.2.0",1,1
elastic,elasticsearch,40685,[DOCS] Add 'time value' links to several monitor settings (#40633)(7.x),7.x,7.x,2019-04-01 21:31:36,2019-04-01 21:47:13,15,closed,jrodewig,jrodewig,1,1,14,0,1,1,":Core/Features/Monitoring, >docs, backport",1,1
elastic,elasticsearch,40686,Mutes test ScriptDocValuesGeoPointsTests.testMissingValues,test/mute-40684,master,2019-04-01 21:33:07,2019-04-01 21:49:49,16,closed,benwtrent,benwtrent,1,1,1,0,1,1,":Core/Infra/Scripting, >test-mute, v8.0.0",1,1
elastic,elasticsearch,40687,[DOCS] Add 'time value' links to several monitor settings (#40633)(7.0),7,7,2019-04-01 21:33:10,2019-04-01 21:47:27,14,closed,jrodewig,jrodewig,1,1,14,0,1,1,":Core/Features/Monitoring, >docs, backport",1,1
elastic,elasticsearch,40688,[DOCS] Remind users to include @ symbol when applying license file,include-@-in-license-command,master,2019-04-01 23:05:48,2019-04-05 00:37:09,4411,closed,jrodewig,jrodewig,2,1,6,0,3,3,":Security/License, >docs, v7.0.0, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40690,Update indexing speed recommendations around the refresh interval.,docs/refresh_interval_for_indexing_speed,master,2019-04-01 23:40:56,2019-04-02 18:18:54,1117,closed,jpountz,jpountz,2,1,24,0,2,2,":Search/Search, >docs, v7.0.0-rc2",1,1
elastic,elasticsearch,40691,[ML] fixing datafeed BWC tests,test/fix-ml-bwc-datafeed-tests,master,2019-04-02 00:23:09,2019-04-02 04:39:29,256,closed,benwtrent,benwtrent,2,1,99,0,1,2,":ml, >test, v8.0.0",1,1
elastic,elasticsearch,40693,Docs: Drop inline callouts from the java API (7.x) (#39932),docs_inline_callouts_java_api_7x,7.x,2019-04-02 01:40:37,2019-04-02 02:02:24,21,closed,nik9000,nik9000,1,1,4,0,0,0,backport,0,1
elastic,elasticsearch,40694,Docs: Drop inline callouts from the java API (7.0) (#39932),docs_inline_callouts_java_api_70,7,2019-04-02 01:45:09,2019-04-02 02:02:29,17,closed,nik9000,nik9000,1,1,4,0,0,0,backport,0,1
elastic,elasticsearch,40695,Docs: Drop inline callouts from the java API (6.7) (#39932),docs_inline_callouts_java_api_67,6.7,2019-04-02 01:47:48,2019-04-03 03:05:17,1517,closed,nik9000,nik9000,1,1,4,0,0,0,backport,0,1
elastic,elasticsearch,40696,Docs: Drop inline callouts from the java API (6.6) (#39932),docs_inline_callouts_java_api_66,6.6,2019-04-02 01:50:08,2019-04-02 02:02:42,12,closed,nik9000,nik9000,1,1,4,0,0,0,backport,0,1
elastic,elasticsearch,40697,Docs: Drop inline callouts from the java API (6.5) (#39932),docs_inline_callouts_java_api_65,6.5,2019-04-02 02:06:35,2019-04-02 02:22:29,15,closed,nik9000,nik9000,1,1,4,0,0,0,backport,0,1
elastic,elasticsearch,40698,[FEATURE][ML] Add source and dest as objects to analytics config,add-source-and-dest-to-analytics-config,feature-ml-data-frame-analytics,2019-04-02 03:12:46,2019-04-04 18:26:30,3793,closed,dimitris-athanasiou,dimitris-athanasiou,4,17,838,0,2,9,":ml, :ml/Data Frame",1,1
elastic,elasticsearch,40699,Testclusters support for multi node clusters,testclusters-multi-node-clusters,master,2019-04-02 03:16:04,2019-04-04 01:31:16,2775,closed,atorok,atorok,9,7,855,0,2,32,":Core/Infra/Build, >non-issue, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40701,[ML] addressing test failure,fix/address-test-failure-40368,master,2019-04-02 03:28:29,2019-04-02 21:09:49,1061,closed,benwtrent,benwtrent,4,1,15,0,1,1,":ml/Data Frame, >test, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40702,Upgrade to latest build scan plugin,upgrade-build-scan-plugin,master,2019-04-02 03:36:28,2019-04-03 12:16:55,1960,closed,mark-vieira,mark-vieira,2,1,2,0,1,2,":Core/Infra/Build, >non-issue, v7.0.0, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40703,Use separate tasks per bwc artifact,distro_tests3,master,2019-04-02 04:16:28,2019-04-04 08:23:05,3126,closed,rjernst,rjernst,4,1,111,0,2,7,":Core/Infra/Build, >non-issue, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40704,Fix geo points missing test,fill_geo_docvalues,master,2019-04-02 04:43:29,2019-04-04 08:25:58,3102,closed,rjernst,rjernst,2,1,4,0,1,3,":Core/Infra/Scripting, >test, v6.7.2, v7.0.0, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40705,HLRC: Convert xpack methods to client side objects,main_response,master,2019-04-02 06:01:52,2019-04-04 23:49:13,3947,closed,hub-cap,hub-cap,2,10,399,0,1,1,":Core/Features/Java High Level REST Client, >bug, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40706,Remove some abstractions from `TransportReplicationAction`,2019-04-01-refactor-transport-replication-action,master,2019-04-02 06:05:01,2019-04-03 16:32:58,2067,closed,DaveCTurner,DaveCTurner,18,6,323,0,3,16,":Distributed/CRUD, >non-issue, >refactoring, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40707,Fix testRunStateChangePolicyWithAsyncActionNextStep race condition,ilm-fix-test-race,master,2019-04-02 06:18:31,2019-04-03 01:56:25,1177,closed,dakrone,dakrone,1,1,6,0,1,1,":Core/Features/ILM, >test, v6.6.3, v6.7.1, v7.0.0-rc2, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40708,SQL: Improve null handling in Geo Functions,null-handling-for-geo-points,geosql,2019-04-02 06:44:01,2019-04-11 01:30:57,12646,closed,imotov,imotov,8,7,296,0,4,17,":Analytics/Geo, :Search/SQL, >enhancement",1,1
elastic,elasticsearch,40709,Drop support for Ubuntu 14.04,drop-1404,master,2019-04-02 07:11:34,2019-04-02 21:51:12,879,closed,jasontedor,jasontedor,1,3,20,0,1,2,":Core/Infra/Packaging, >breaking, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40710,Don't replace forbidden pattern failures when found,forbidden_patterns_fix,master,2019-04-02 07:30:05,2019-04-04 08:55:04,2964,closed,rjernst,rjernst,3,1,4,0,1,1,":Core/Infra/Build, >bug, v7.0.0, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40711,Correct indention in synonym docs,docs-correct-indention,master,2019-04-02 07:41:15,2019-04-02 08:43:03,61,closed,cbuescher,cbuescher,1,2,16,0,1,3,":Search/Analysis, >docs, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40712,Rename 'json' to 'embedded_json'.,json-field-naming,object-fields,2019-04-02 09:11:42,2019-04-03 05:11:17,1199,closed,jtibshirani,jtibshirani,1,20,122,0,2,4,":Search/Mapping, >refactoring",1,1
elastic,elasticsearch,40713,[BACKPORT 7.x] Add build utility to check cluster health over ssl,backport/7.x/40573-Add-build-utility-to,7.x,2019-04-02 12:45:05,2019-04-04 19:44:03,3298,closed,tvernum,tvernum,2,7,430,0,0,0,backport,0,1
elastic,elasticsearch,40714,Add test for HTTP and Transport TLS on basic license,tls-basic,master,2019-04-02 13:15:34,2019-04-05 21:26:20,4810,closed,tvernum,tvernum,7,12,400,0,3,6,":Security/Network, >test, v7.0.0, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40715,[BACKPORT 7.x] Remove dynamic objects from security index,backport/7.x/40499-Remove-dynamic-objects-from,7.x,2019-04-02 13:24:06,2019-04-05 16:28:10,4504,closed,tvernum,tvernum,1,1,8,0,0,0,backport,0,1
elastic,elasticsearch,40720,Add unit test for MetaDataMappingService with typeless put mapping. (#40578),backport/40578/7.x,7.x,2019-04-02 18:18:12,2019-04-04 17:07:56,2809,closed,jpountz,jpountz,1,1,20,0,0,0,backport,0,1
elastic,elasticsearch,40721,Remove -Xlint exclusions in all plugins.,remove_xlint_suppressions_plugins,master,2019-04-02 18:42:39,2019-04-04 15:29:42,2687,closed,martijnvg,martijnvg,2,5,15,0,2,4,":Core/Infra/Build, >non-issue, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40722,Allow single digit milliseconds in strict date parsing (#40676),2019-04-fix-date-parsing-backport-6.7,6.7,2019-04-02 18:47:16,2019-04-09 16:04:55,9917,closed,spinscale,spinscale,3,2,85,0,1,1,":Core/Infra/Core, backport",1,1
elastic,elasticsearch,40723,Use TAR instead of DOCKER build type before 6.7.0,2019-04-02-docker-build-type-bwc,master,2019-04-02 18:57:10,2019-04-02 21:18:19,141,closed,DaveCTurner,DaveCTurner,1,2,115,0,3,6,":Core/Infra/Packaging, >bug, blocker, v6.7.1, v7.0.0-rc2, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40725,[ML-DataFrame] create checkpoints on every new run,data-frame-checkpoint-service-create2,master,2019-04-02 20:05:02,2019-04-10 15:00:59,11215,closed,hendrikmuhs,hendrikmuhs,20,34,1593,0,2,18,":ml/Data Frame, >non-issue, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40727,[ML] fix test check as randomness allows for different hours (#40536),fix/testPivotWithMaxOnDateFieldtest-7.x,7.x,2019-04-02 21:09:26,2019-04-03 02:33:35,324,closed,benwtrent,benwtrent,1,1,3,0,1,1,":ml/Data Frame, >test, backport, v7.2.0",1,1
elastic,elasticsearch,40728,[ML] addressing test failure (#40701),fix/address-test-failure-40368-7.x,7.x,2019-04-02 21:12:39,2019-04-03 02:33:52,321,closed,benwtrent,benwtrent,1,1,15,0,1,1,":ml/Data Frame, >test, backport, v7.2.0",1,1
elastic,elasticsearch,40729,[ML] Periodically persist data-frame running statistics to internal index,feature/data-frame-periodically-persist-stats-7.x,7.x,2019-04-02 21:22:29,2019-04-03 04:16:56,414,closed,benwtrent,benwtrent,1,24,1306,0,1,2,":ml/Data Frame, >non-issue, backport, v7.2.0",1,1
elastic,elasticsearch,40730,Use default memory lock setting in testing,disable-mlockall-in-testing,master,2019-04-02 21:32:09,2019-04-03 06:55:22,563,closed,jasontedor,jasontedor,1,1,8,0,1,3,":Core/Infra/Build, >test, v6.7.1, v7.0.0-rc2, v7.2.0",1,1
elastic,elasticsearch,40733,Mute RecoveryWithConcurrentIndexing test,mute-recovery-with-concurrent-indexing,master,2019-04-02 21:57:49,2019-04-02 22:18:56,21,closed,dliappis,dliappis,1,1,1,0,1,1,":Distributed/Recovery, >test-mute, backport pending, v8.0.0",1,1
elastic,elasticsearch,40734,Be lenient when parsing build flavor and type on the wire,build-flavor-type-leniency,master,2019-04-02 22:10:22,2019-04-07 06:23:52,6253,closed,jasontedor,jasontedor,7,3,79,0,2,7,":Core/Infra/Packaging, >enhancement, v6.7.2, v7.0.1, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40735,Mute RecoveryWithConcurrentIndexing test,mute-recovery-with-concurrent-indexing-7x,7.x,2019-04-02 22:12:01,2019-04-02 22:23:23,11,closed,dliappis,dliappis,1,1,1,0,1,1,":Distributed/Recovery, >test-mute, backport, v7.2.0",1,1
elastic,elasticsearch,40736,[ML-DataFrame] add field reason to DataFrameTransformState and add hlrc protocol tests,data-frame-hlrc-state-reason,master,2019-04-02 22:26:22,2019-04-03 03:40:56,314,closed,hendrikmuhs,hendrikmuhs,1,4,84,0,1,2,":ml/Data Frame, >non-issue, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40738,[TEST] Mute DateTimeUnitTests.testConversion (#40086),mute-datetimeunittests-test-conversion-7x,7.x,2019-04-02 22:54:24,2019-04-10 22:37:17,11502,closed,dliappis,dliappis,1,1,1,0,1,1,":Core/Infra/Core, >test-mute, backport, v7.2.0",1,1
elastic,elasticsearch,40740,OpenID Connect realm settings and rest API docs,oidc-docs,master,2019-04-02 23:54:59,2019-04-22 21:38:42,28663,closed,jkakavas,jkakavas,7,5,505,0,3,11,":Security/Authentication, >docs, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40742,Security Tokens moved to a new separate index,tokens_on_separate_index,master,2019-04-03 00:00:44,2019-04-30 18:01:08,39960,closed,albertzaharovits,albertzaharovits,58,50,2860,0,4,121,":Security/Authentication, >enhancement, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40744,Removes experimental tag from search_as_you_type field type,docs/search_as_you_type_ga,master,2019-04-03 00:26:44,2019-04-03 16:41:50,975,closed,jimczi,jimczi,1,1,2,0,1,1,":Search/Suggesters, >docs, v7.2.0",1,1
elastic,elasticsearch,40745,Small refactorings in analysis-related components,small-analysis-refactorings,master,2019-04-03 00:54:26,2019-04-03 21:15:41,1221,closed,cbuescher,cbuescher,1,8,74,0,1,2,":Search/Analysis, >refactoring, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40746,[DOCS] Rewrite 'query' definition in glossary,query-def,master,2019-04-03 01:05:20,2019-04-04 21:56:37,2691,closed,jrodewig,jrodewig,1,1,13,0,3,2,":Search/Search, >docs, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40747,Help Eclipse infering lambda parameter types,help-eclipse-infer-functiontypes,master,2019-04-03 01:22:15,2019-04-04 00:50:43,1408,closed,cbuescher,cbuescher,2,1,5,0,1,5,":Core/Infra/Build, v7.0.0, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40748,Docs: Move id in the java-api,java_api_move_id,master,2019-04-03 03:55:08,2019-04-03 05:09:48,74,closed,nik9000,nik9000,1,1,2,0,1,4,">docs, v0.90.14, v1.3.10, v1.4.5, v1.5.3, v1.6.3, v1.7.6, v2.0.3, v2.1.3, v2.2.2, v2.3.6, v2.4.7, v5.0.3, v5.1.3, v5.2.3, v5.3.3, v5.4.4, v5.5.4, v5.6.17, v6.0.3, v6.1.5, v6.2.5, v6.3.3, v6.4.4, v6.5.5, v6.6.3, v6.7.1, v7.0.0-rc2, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40750,[ML] Changes default destination index field mapping and adds scripted_metric agg,feature/data-frame-allow-dynamic-mapped-types-add-scripted-metric,master,2019-04-03 04:48:31,2019-04-04 21:44:12,2455,closed,benwtrent,benwtrent,2,8,215,0,2,9,":ml/Data Frame, >non-issue, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40751,Docs: Move id of overview,docs_java_rest_overview,5.5,2019-04-03 05:09:05,2019-04-03 07:02:34,113,closed,nik9000,nik9000,1,2,2,0,1,2,">docs, v5.0.3, v5.1.3, v5.2.3, v5.3.3, v5.4.4, v5.5.4",1,1
elastic,elasticsearch,40752,Move PainlessExecuteAction into action package,moveaction,master,2019-04-03 05:12:06,2019-04-04 01:46:34,1234,closed,jdconrad,jdconrad,1,8,30,0,1,2,":Core/Infra/Scripting, >refactoring, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40754,Bump the minimum Java version to Java 11,minimum-java-11,master,2019-04-03 06:48:28,2019-04-08 05:16:24,7107,closed,jasontedor,jasontedor,17,32,697,0,5,19,":Core/Infra/Build, >breaking, >enhancement, v8.0.0",1,1
elastic,elasticsearch,40756,Deprecate versions of Java prior to Java 11,minimum-java-11-deprecation,7.x,2019-04-03 07:07:36,2019-04-03 19:39:40,752,closed,jasontedor,jasontedor,2,4,25,0,2,1,":Core/Infra/Build, >deprecation, v7.2.0",1,1
elastic,elasticsearch,40759,[DOCS] Clean up redundancies/inconsistencies around upgrade paths and version compatibility,upgrade-tweaks,7,2019-04-03 10:28:55,2019-04-05 07:50:33,2721,closed,debadair,debadair,3,2,60,0,2,2,":Docs, >docs, v7.0.0",1,1
elastic,elasticsearch,40761,[BACKPORT 7.x] Show SSL usage when security is not disabled,backport/7.x/40672-Show-SSL-usage-when,7.x,2019-04-03 15:27:18,2019-04-04 12:40:15,1272,closed,tvernum,tvernum,1,3,153,0,0,0,backport,0,1
elastic,elasticsearch,40762,Inline TransportReplAction#registerRequestHandlers,2019-04-03-transport-replication-action-inline-registerRequestHandlers,master,2019-04-03 17:15:46,2019-04-03 19:07:11,111,closed,DaveCTurner,DaveCTurner,1,7,62,0,1,1,":Distributed/CRUD, >refactoring, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40763,Migrate systemd packaging tests from bats to java backport(#39954),7.x,7.x,2019-04-03 17:33:41,2019-04-04 15:41:28,1327,closed,pgomulka,pgomulka,3,5,517,0,1,2,":Core/Infra/Packaging, >test, backport",1,1
elastic,elasticsearch,40764,Remove stale integrations in docs,1904-remove-stale-integrations,master,2019-04-03 17:39:03,2019-04-25 12:36:52,31377,closed,spinscale,spinscale,3,1,39,0,1,2,":Docs, >docs, v8.0.0",1,1
elastic,elasticsearch,40766,[ML-DataFrame] add HLRC protocol tests for transform state and stats,data-frame-hlrc-state-stats,master,2019-04-03 17:55:54,2019-04-03 19:49:12,113,closed,hendrikmuhs,hendrikmuhs,1,8,200,0,1,1,":ml/Data Frame, >non-issue, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40768,Bat scripts to work with JAVA_HOME with parentheses backport(#39712),bp/6.7/39712-windows-java,6.7,2019-04-03 18:22:35,2019-04-05 15:19:27,2696,closed,pgomulka,pgomulka,6,10,162,0,1,1,":Core/Infra/Packaging, >bug, backport",1,1
elastic,elasticsearch,40770,Bat scripts to work with JAVA_HOME with parentheses Backports,bp/7.0/39712-windows-java,7,2019-04-03 19:05:36,2019-04-05 01:42:31,1836,closed,pgomulka,pgomulka,3,15,690,0,1,1,":Core/Infra/Packaging, backport",1,1
elastic,elasticsearch,40773,[ML] Scrolling datafeed should clear scroll contexts on error,datafeed-should-clear-scroll-context-on-error,master,2019-04-03 19:16:21,2019-04-04 00:05:23,289,closed,dimitris-athanasiou,dimitris-athanasiou,1,2,51,0,1,3,":ml, >bug, v6.7.2, v7.0.0, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40774,Use alias name from rollover request to query indices stats,fix-rollover-authz,master,2019-04-03 19:18:37,2019-04-16 17:29:14,18610,closed,bizybot,bizybot,10,3,289,0,4,12,":Security/Authorization, >bug, v6.7.2, v7.0.1, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40776,SQL: Fix deserialization issue of TimeProcessor,fix-40717,master,2019-04-03 20:26:48,2019-04-03 23:42:21,195,closed,matriv,matriv,2,7,142,0,2,3,":Search/SQL, >test-failure, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40777,Fix order of request body search parameter names,1904-docs-fix-request-body-search-order,master,2019-04-03 21:29:22,2019-04-09 23:35:26,8766,closed,spinscale,spinscale,1,4,77,0,2,2,":Docs, >docs",1,1
elastic,elasticsearch,40780,[DOCS] Document index.load_fixed_bitset_filters_eagerly,docs-load_fixed_bitset_filters_eagerly,master,2019-04-03 21:59:34,2019-04-04 21:29:14,1409,closed,jrodewig,jrodewig,2,1,5,0,5,5,":Search/Search, >docs, v7.0.1, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40781,Test that no-index synonyms can be used with the Analyze API,no-index-synonym-test,master,2019-04-03 22:33:50,2019-04-04 17:03:09,1109,closed,romseygeek,romseygeek,2,1,28,0,1,1,":Search/Analysis, >non-issue, v7.2.0",1,1
elastic,elasticsearch,40783,Document restrictions on fuzzy matching when using synonyms,fuzziness-synonym-docs,master,2019-04-03 23:11:00,2019-04-04 17:07:42,1076,closed,romseygeek,romseygeek,2,1,4,0,2,3,":Search/Analysis, >docs, v7.2.0",1,1
elastic,elasticsearch,40785,Docs: Pin two IDs in the rest client,docs_pin_rest_client_ids,master,2019-04-03 23:25:54,2019-04-05 01:02:56,1537,closed,nik9000,nik9000,1,1,4,0,1,1,":Core/Features/Java High Level REST Client, >docs, v5.6.17, v6.0.3, v6.1.5, v6.2.5, v6.3.3, v6.4.4, v6.5.5, v6.6.3, v6.7.2, v7.0.0, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40787,Move keystore-cli to its own tools project,keystore_cli_project,master,2019-04-03 23:45:39,2019-04-20 03:33:58,23268,closed,rjernst,rjernst,6,23,124,0,2,3,":Core/Infra/Packaging, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40788,Fix alias resolution runtime complexity. (#40263),backport/40263/7.x,7.x,2019-04-03 23:55:58,2019-04-04 18:40:42,1124,closed,jpountz,jpountz,1,11,283,0,0,0,backport,0,1
elastic,elasticsearch,40789,Fix alias resolution runtime complexity. (#40263),backport/40263/7.0,7,2019-04-04 00:00:53,2019-04-04 18:40:33,1119,closed,jpountz,jpountz,1,11,283,0,0,0,backport,0,1
elastic,elasticsearch,40791,Fix alias resolution runtime complexity. (#40263),backport/40263/6.7,6.7,2019-04-04 00:35:33,2019-04-04 18:40:21,1084,closed,jpountz,jpountz,1,11,287,0,0,1,backport,1,1
elastic,elasticsearch,40792,SQL: [Docs] Small fixes for CURRENT_TIMESTAMP docs,fix-current-timestamp-docs,master,2019-04-04 00:35:54,2019-04-04 18:31:28,1075,closed,matriv,matriv,1,1,4,0,1,2,":Search/SQL, >docs, v6.6.3, v6.7.2, v7.0.0, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40794,[7.x][ML] Scrolling datafeed should clear scroll contexts on error,scrolling-datafeed-should-clear-scroll-contexts-on-error-7x,7.x,2019-04-04 00:42:20,2019-04-04 18:28:07,1065,closed,dimitris-athanasiou,dimitris-athanasiou,1,2,51,0,1,1,":ml, backport, v7.2.0",1,1
elastic,elasticsearch,40795,[7.0][ML] Scrolling datafeed should clear scroll contexts on error,scrolling-datafeed-should-clear-scroll-contexts-on-error-7_0,7,2019-04-04 00:45:19,2019-04-04 18:28:15,1062,closed,dimitris-athanasiou,dimitris-athanasiou,1,2,51,0,1,1,":ml, backport, v7.0.0",1,1
elastic,elasticsearch,40796,release notes for 7.0.0-rc2,rc2-releasenotes,7,2019-04-04 00:47:28,2019-04-04 01:33:55,46,closed,jakelandis,jakelandis,1,1,216,0,0,1,">docs, v7.0.0-rc2",1,1
elastic,elasticsearch,40798,"[ML] refactoring start task a bit, removing unused code",feature/data-frame-task-handling-refactor,master,2019-04-04 01:18:48,2019-04-04 21:40:48,1222,closed,benwtrent,benwtrent,1,7,770,0,1,2,":ml/Data Frame, >refactoring, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40800,Avoid background sync on relocated primary,no-resync-on-relocated-primary,master,2019-04-04 01:26:06,2019-04-04 03:27:50,121,closed,ywelsch,ywelsch,2,3,35,0,3,6,":Distributed/Distributed, >enhancement, v6.7.2, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40801,Ensure relocation occur in testRelocationWithConcurrentIndexing,ensure-shard-allocated,master,2019-04-04 01:49:35,2019-04-08 02:32:55,5803,closed,dnhatn,dnhatn,4,1,12,0,2,4,":Distributed/Recovery, >test, v6.7.2, v7.0.1, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40804,convert modules to use testclusters,testclusters-modules,master,2019-04-04 02:41:25,2019-04-04 17:41:39,900,closed,atorok,atorok,9,14,353,0,2,4,":Core/Infra/Build, >non-issue, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40805,Docs: Drop inline callouts from painless book,docs_painless_inline_callouts,master,2019-04-04 02:48:27,2019-04-04 21:41:31,1133,closed,nik9000,nik9000,1,9,978,0,2,4,":Core/Infra/Scripting, >docs, backport pending, v6.4.4, v6.5.5, v6.6.3, v6.7.2, v7.0.0-beta1, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40806,Link to SYSTEM_JAVA_HOME on windows,distro_tests5,master,2019-04-04 02:51:06,2019-04-04 15:00:55,729,closed,rjernst,rjernst,2,1,4,0,2,4,":Core/Infra/Packaging, >test, v8.0.0",1,1
elastic,elasticsearch,40807,[DOCS] Adds known issue to 6.7.0 release notes,docker-issue,6.7,2019-04-04 03:34:14,2019-04-04 06:44:47,190,closed,lcawl,lcawl,4,1,15,0,4,5,":Core/Features/Java High Level REST Client, >docs, v6.7.0",1,1
elastic,elasticsearch,40808,[DOCS] Consistently document dynamic monitoring collection settings (#40598)(7.x),7.x,7.x,2019-04-04 03:40:33,2019-04-04 03:55:26,14,closed,jrodewig,jrodewig,1,1,20,0,1,1,":Core/Features/Monitoring, >docs, backport",1,1
elastic,elasticsearch,40809,[DOCS] Consistently document dynamic monitoring collection settings (#40598)(7.0),7,7,2019-04-04 03:42:00,2019-04-04 03:55:39,13,closed,jrodewig,jrodewig,1,1,20,0,1,1,":Core/Features/Monitoring, >docs, backport",1,1
elastic,elasticsearch,40811,Remove settings member from Node,node_cleanup2,master,2019-04-04 04:21:37,2019-04-12 05:58:47,11617,closed,rjernst,rjernst,1,1,19,0,1,1,":Core/Infra/Core, >non-issue, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40818,Remove string usages of old transport settings,remove_string_usages,master,2019-04-04 06:56:21,2019-04-05 07:51:55,1495,closed,tbrooks8,tbrooks8,3,4,16,0,4,4,":Distributed/Network, >non-issue, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40820,Allow ILM to stop if indices have nonexistent policies,ilm/allow-stopping-with-nonexistent-policies,master,2019-04-04 07:13:41,2019-04-04 23:34:20,980,closed,gwbrown,gwbrown,2,2,87,0,2,4,":Core/Features/ILM, >bug, v6.7.2, v7.0.0, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40821,Deprecate old transport settings,deprecate_on_master,master,2019-04-04 07:14:09,2019-04-06 00:41:52,2487,closed,tbrooks8,tbrooks8,4,4,42,0,3,2,":Distributed/Network, >non-issue, v7.2.0, v8.0.0",1,1
elastic,elasticsearch,40822,[Docs] Change example to show col headers,dede_fix_example,master,2019-04-04 07:41:35,2019-04-06 03:55:22,2653,closed,dedemorton,dedemorton,1,1,2,0,3,2,":Core/Infra/Core, >docs, v6.0.3, v6.1.5, v6.2.5, v6.3.3, v6.4.4, v6.5.5, v6.6.3, v6.7.2, v7.0.0, v7.2.0, v8.0.0",1,1
